violet,blue,green,yellow,orange,red,label,,,,,,,,,,,,,,,,,,,,
1932.38,262.75,11039.82,3422.66,15073.03,370.39,atelier,,,,,,,,,,,,,,,,,,,,
2022.95,367.18,11996.24,4195.39,15449.33,389.95,atelier,,,,,,,,,,,,,,,,,,,,
2178.75,597.96,12799.12,5064.25,15834.89,457.36,atelier,,,,,,,,,,,,,,,,,,,,
2511.08,1054.66,13244.71,5932.93,16289.5,653.12,atelier,,,,,,,,,,,,,,,,,,,,
2923.97,1575.7,13064.85,6595.73,16677.05,975.01,atelier,,,,,,,,,,,,,,,,,,,,
3350.67,2045.33,11746.93,7010.16,16976.05,1354.21,atelier,,,,,,,,,,,,,,,,,,,,
3746.7,2441.99,10828.46,7315.74,17234.14,1718.19,atelier,,,,,,,,,,,,,,,,,,,,
4083.83,2824.8,11370.52,7910.47,17514.73,1945.87,atelier,,,,,,,,,,,,,,,,,,,,
4206.55,3221.62,12263.26,8581.12,15981.86,2020.38,atelier,,,,,,,,,,,,,,,,,,,,
4233.7,3589.15,13060.54,9186.61,14327.93,2116.64,atelier,,,,,,,,,,,,,,,,,,,,
4266.53,3931.84,13743.68,9727.55,14041.97,2295.28,atelier,,,,,,,,,,,,,,,,,,,,
4453.67,4209.35,14246.41,10131.19,14400.97,2568.05,atelier,,,,,,,,,,,,,,,,,,,,
4704.61,4426.52,14743.77,10524.17,14811.17,2841.85,atelier,,,,,,,,,,,,,,,,,,,,
4953.14,4638.07,15181.09,10877.46,15310.85,3104.16,atelier,,,,,,,,,,,,,,,,,,,,
5174.63,4862.56,15668.49,11279.81,15737.77,3300.35,atelier,,,,,,,,,,,,,,,,,,,,
5303.07,5114.5,16215.44,11717.33,16010.59,3390.91,atelier,,,,,,,,,,,,,,,,,,,,
5378.66,5348.85,16687.89,12109.79,16382.13,3432.12,atelier,,,,,,,,,,,,,,,,,,,,
5478.79,5551.27,16993.7,12428.52,16899.32,3475.41,atelier,,,,,,,,,,,,,,,,,,,,
5610.61,5713.64,17307.13,12735.76,17410.49,3312.7,atelier,,,,,,,,,,,,,,,,,,,,
5612.05,5796.58,17791.82,13018.39,17773.14,2611.85,atelier,,,,,,,,,,,,,,,,,,,,
4931.53,5427.79,18333.44,13187.15,17894.22,1847.93,atelier,,,,,,,,,,,,,,,,,,,,
4217.76,4816.39,18845.09,13308.73,17902.9,1389.46,atelier,,,,,,,,,,,,,,,,,,,,
3914.38,4693.2,19312.88,13500.06,17947.01,1315.23,atelier,,,,,,,,,,,,,,,,,,,,
3941.94,4821.58,19706.19,13762.95,17994.31,1384.41,atelier,,,,,,,,,,,,,,,,,,,,
3960.65,5030.22,20094.77,14033.16,16617.15,1471.17,atelier,,,,,,,,,,,,,,,,,,,,
4003.18,5295.8,20418,14322.84,15689.58,1649.85,atelier,,,,,,,,,,,,,,,,,,,,
4114.87,5575.92,20680.09,14590.36,15041.79,1872.97,atelier,,,,,,,,,,,,,,,,,,,,
4267.68,5831.33,20787.58,14792.22,15123.51,2174.37,atelier,,,,,,,,,,,,,,,,,,,,
4522.61,6029.39,20859.23,14951,15379.16,2477.03,atelier,,,,,,,,,,,,,,,,,,,,
4734.35,6221.25,20953.1,15091.4,15843.04,2762.23,atelier,,,,,,,,,,,,,,,,,,,,
4998.31,6379.63,21022.79,15218.36,16467.14,2980.11,atelier,,,,,,,,,,,,,,,,,,,,
5198.38,6532.47,21149.31,15369.42,17009.52,3087.49,atelier,,,,,,,,,,,,,,,,,,,,
5279.44,6653.82,21374.68,15521.28,17349.17,2996.75,atelier,,,,,,,,,,,,,,,,,,,,
4876.22,6679.14,21689.01,15580.75,16658.09,2265.37,atelier,,,,,,,,,,,,,,,,,,,,
3969.61,6016.57,21942.51,14617.37,14305.04,1506.19,atelier,,,,,,,,,,,,,,,,,,,,
2712.31,4440.28,22008.46,12529.19,11695.02,1006.59,atelier,,,,,,,,,,,,,,,,,,,,
1918.65,3169.14,22051.91,11176.09,10605.01,744.8,atelier,,,,,,,,,,,,,,,,,,,,
1689.83,2727.57,22231.52,11258.68,10735.61,655.4,atelier,,,,,,,,,,,,,,,,,,,,
1766.64,2860.51,22466.47,11624.72,11110.75,689.26,atelier,,,,,,,,,,,,,,,,,,,,
1942.68,3168.16,22636.82,12106.44,11715.57,808.63,atelier,,,,,,,,,,,,,,,,,,,,
2166.71,3535.85,22666.54,12469.3,11997.32,910.67,atelier,,,,,,,,,,,,,,,,,,,,
2257.44,3798.16,21904.27,12706.67,12057.78,1004,atelier,,,,,,,,,,,,,,,,,,,,
6750.09,3466.19,4738.64,4711.43,7029.91,5829.41,draussen,,,,,,,,,,,,,,,,,,,,
7793.98,4047.07,5424.77,5487.89,7876.01,6722.77,draussen,,,,,,,,,,,,,,,,,,,,
8764.98,4655.16,6046.7,6248.3,8677.31,7549.69,draussen,,,,,,,,,,,,,,,,,,,,
9735.58,5373.05,6681.13,7036.87,9481.98,8500.82,draussen,,,,,,,,,,,,,,,,,,,,
10607.72,6073.84,7115.61,7671.18,10074.18,9411.84,draussen,,,,,,,,,,,,,,,,,,,,
11395.85,6739.76,7573.95,8330.06,10670.97,10285.46,draussen,,,,,,,,,,,,,,,,,,,,
12100.97,7316.98,8004.56,8895.96,11249.67,11058.81,draussen,,,,,,,,,,,,,,,,,,,,
12801.47,7873.58,8539.4,9481.46,11910.3,11820.03,draussen,,,,,,,,,,,,,,,,,,,,
13553.42,8460.03,9119.86,10095.61,12577.07,12549.73,draussen,,,,,,,,,,,,,,,,,,,,
14226.58,9015.72,9627.58,10712.15,13170.06,13297.65,draussen,,,,,,,,,,,,,,,,,,,,
14867.62,9575.85,10037.92,11267.44,13673.86,13942.39,draussen,,,,,,,,,,,,,,,,,,,,
15287.46,9927.87,10186.83,11557.49,13929.57,14445.15,draussen,,,,,,,,,,,,,,,,,,,,
15690.31,10211.08,10381.04,11848.14,14232.11,14866.73,draussen,,,,,,,,,,,,,,,,,,,,
15996.18,10408.97,10389.64,11984.23,14322.8,15207.96,draussen,,,,,,,,,,,,,,,,,,,,
16347.16,10740.67,10528.58,12308.41,14497.32,15641.96,draussen,,,,,,,,,,,,,,,,,,,,
16765.75,11109.4,10713.02,12679.56,14706.29,16052.07,draussen,,,,,,,,,,,,,,,,,,,,
17128.07,11399.56,10915.82,13029.51,14951.06,16400.16,draussen,,,,,,,,,,,,,,,,,,,,
17479.46,11693.61,11072.83,13305.36,15162.86,16705.75,draussen,,,,,,,,,,,,,,,,,,,,
17712.52,11827.34,11114.25,13459.42,15251.47,16956.67,draussen,,,,,,,,,,,,,,,,,,,,
18098.96,12236.01,11301.03,13833.98,15433.22,17340.9,draussen,,,,,,,,,,,,,,,,,,,,
18316.27,12345.11,11351.22,13907.68,15526.8,17446.11,draussen,,,,,,,,,,,,,,,,,,,,
18517.24,12380.5,11605.7,14186.51,15825.42,17622,draussen,,,,,,,,,,,,,,,,,,,,
18863.71,12651.15,11989.53,14702.26,16205.08,18007.6,draussen,,,,,,,,,,,,,,,,,,,,
19224.34,13032.23,12037.68,14789.03,16326.37,18146.14,draussen,,,,,,,,,,,,,,,,,,,,
19311.51,12421.12,12231.91,14864.63,16582.53,17931.07,draussen,,,,,,,,,,,,,,,,,,,,
19543.66,12544.2,12892.02,15346.77,17085.88,18168.36,draussen,,,,,,,,,,,,,,,,,,,,
19886.29,12886.88,13557.62,15846.89,17583.19,18402.93,draussen,,,,,,,,,,,,,,,,,,,,
20185.06,13162.79,14151.55,16393.1,18053.87,18669.73,draussen,,,,,,,,,,,,,,,,,,,,
20525.56,13552.71,14654.3,16997.89,18455.18,19047.66,draussen,,,,,,,,,,,,,,,,,,,,
20973.6,14272.54,15196.67,17790.5,18744.97,19608.39,draussen,,,,,,,,,,,,,,,,,,,,
21312.94,15012.09,15588.6,18522.55,18846.17,20148.85,draussen,,,,,,,,,,,,,,,,,,,,
21639.74,15694.98,15836.64,18984.89,18966.25,20544.87,draussen,,,,,,,,,,,,,,,,,,,,
21848.27,15931.68,16028.98,19302.8,19116.43,20812.58,draussen,,,,,,,,,,,,,,,,,,,,
22013.54,16135.11,16049.78,19341.92,19169.28,20927.72,draussen,,,,,,,,,,,,,,,,,,,,
22109.39,16285.8,16180.5,19481.63,19258.16,21145.65,draussen,,,,,,,,,,,,,,,,,,,,
22224.15,16553.52,16326.15,19626.97,19351.84,21376.39,draussen,,,,,,,,,,,,,,,,,,,,
22325.83,16798.07,16479.24,19787.87,19445.85,21596.05,draussen,,,,,,,,,,,,,,,,,,,,
22355.65,16883.66,16520.81,19603.93,19544.27,21696.84,draussen,,,,,,,,,,,,,,,,,,,,
22417.48,16983,16547.43,19619.24,19601.54,21816.36,draussen,,,,,,,,,,,,,,,,,,,,
22454.33,17115.59,16332.71,19609.62,19604.49,21960.92,draussen,,,,,,,,,,,,,,,,,,,,
22550.5,17422.64,16340.04,19672.36,19639.74,22147.13,draussen,,,,,,,,,,,,,,,,,,,,
22590.65,17637.27,16350.24,19722.72,19664.86,22308.41,draussen,,,,,,,,,,,,,,,,,,,,
22599.08,17676.15,16025.12,19735.05,19103.93,22392.27,draussen,,,,,,,,,,,,,,,,,,,,
22419.04,17063.07,14828.56,18730.02,18111.97,22271.64,draussen,,,,,,,,,,,,,,,,,,,,
22072.52,16937.54,14011.28,18281.01,17254.48,22291.17,draussen,,,,,,,,,,,,,,,,,,,,
22122.57,16969.38,14133.35,18393.81,17356.74,22375.36,draussen,,,,,,,,,,,,,,,,,,,,
22182.31,17074.44,14260.12,18535.73,17443.96,22479.42,draussen,,,,,,,,,,,,,,,,,,,,
22263.38,17120.2,14414.1,18659.16,17585.47,22550.78,draussen,,,,,,,,,,,,,,,,,,,,
22286.64,16854.6,13799.05,18039.58,17200.23,22396.89,draussen,,,,,,,,,,,,,,,,,,,,
21902.32,16444.8,13506.53,17940.29,16916.62,22434.5,draussen,,,,,,,,,,,,,,,,,,,,
21968.49,16586.92,13767.87,18204.46,17120.56,22624.25,draussen,,,,,,,,,,,,,,,,,,,,
22138.44,16979.63,14064.88,18544.21,17307.2,22853.42,draussen,,,,,,,,,,,,,,,,,,,,
22297,17380.16,14319.3,18789.69,17540.28,23057.08,draussen,,,,,,,,,,,,,,,,,,,,
22347,17410.25,14439.67,18846.42,17724.25,23159.87,draussen,,,,,,,,,,,,,,,,,,,,
22410.7,17472.02,14476.4,18869.08,17840.52,23266.98,draussen,,,,,,,,,,,,,,,,,,,,
22537.53,17771.92,14836.06,19308.97,18170.87,23524.28,draussen,,,,,,,,,,,,,,,,,,,,
22827.58,18120.63,15480.95,19961.37,18598.68,23827.66,draussen,,,,,,,,,,,,,,,,,,,,
23127.02,18714.96,16261.56,20726.54,19042.82,24118.19,draussen,,,,,,,,,,,,,,,,,,,,
23430.22,19294.37,17041.2,21404.68,19514.23,24404.27,draussen,,,,,,,,,,,,,,,,,,,,
23733.19,19857.03,17759.48,22045.11,19995.01,24675.54,draussen,,,,,,,,,,,,,,,,,,,,
24031.07,20263.13,18281.23,22504.4,20462.91,24933.59,draussen,,,,,,,,,,,,,,,,,,,,
24330.87,20646.32,18686.71,22886.56,20945.82,25180.03,draussen,,,,,,,,,,,,,,,,,,,,
24621.78,21076.48,19163.04,23422,21415.63,25397.22,draussen,,,,,,,,,,,,,,,,,,,,
24882,21625.33,19879.53,24124.9,21843.87,25531.9,draussen,,,,,,,,,,,,,,,,,,,,
25108.5,22127.8,20581.78,24780.51,22233.38,25627.41,draussen,,,,,,,,,,,,,,,,,,,,
25300.95,22590.32,21194.2,25371.36,22583.25,25709.07,draussen,,,,,,,,,,,,,,,,,,,,
25481.85,23017.99,21642.88,25885.52,22903.92,25803.66,draussen,,,,,,,,,,,,,,,,,,,,
25657.07,23369.49,21992.99,26321.17,23194.93,25903.79,draussen,,,,,,,,,,,,,,,,,,,,
25814.46,23687.04,22184.5,26662.45,23450.53,26008.61,draussen,,,,,,,,,,,,,,,,,,,,
25966.11,23951.03,22341.85,26989.31,23668.48,26090.65,draussen,,,,,,,,,,,,,,,,,,,,
26088.2,24219.43,22756.36,27365.58,23888.63,26097.28,draussen,,,,,,,,,,,,,,,,,,,,
26192.58,24435.89,23138.82,27692.22,24092.17,26082.14,draussen,,,,,,,,,,,,,,,,,,,,
26278.42,24573.7,23512.74,27974.99,24276.75,25978.07,draussen,,,,,,,,,,,,,,,,,,,,
26366.58,24693.63,23633.16,28193.59,24430.28,26023.46,draussen,,,,,,,,,,,,,,,,,,,,
26453.22,24847.66,22561.08,28222.53,24496.55,26114.81,draussen,,,,,,,,,,,,,,,,,,,,
26538.5,24989.4,21500.04,28085.77,24482.27,26198.13,draussen,,,,,,,,,,,,,,,,,,,,
26608.95,25164.46,21682.34,28267.49,24577.15,26222.92,draussen,,,,,,,,,,,,,,,,,,,,
26670.85,25302.31,21708.8,28380.24,24595.53,26257.52,draussen,,,,,,,,,,,,,,,,,,,,
26730.07,25429.58,21019.4,28090.12,24526.77,26314.27,draussen,,,,,,,,,,,,,,,,,,,,
26777.56,25532.42,21071.56,28102.31,24589.99,26351.34,draussen,,,,,,,,,,,,,,,,,,,,
26811.41,25551.18,19054.28,26533.15,23491,26425.71,draussen,,,,,,,,,,,,,,,,,,,,
26832.76,25587.96,18901.14,26600.14,23152.5,26456.54,draussen,,,,,,,,,,,,,,,,,,,,
26864.29,25678.06,19104.93,26832.32,23217.35,26395.77,draussen,,,,,,,,,,,,,,,,,,,,
26884.66,25169.53,18209.46,26324.16,22531.17,26436.89,draussen,,,,,,,,,,,,,,,,,,,,
26894.99,25232.78,17573.23,25515.58,22410.09,26479,draussen,,,,,,,,,,,,,,,,,,,,
26395,24371.89,14642.62,22018.79,20332.54,26513.6,draussen,,,,,,,,,,,,,,,,,,,,
24746.5,22018.95,12776.31,19828.9,18883.77,26519.34,draussen,,,,,,,,,,,,,,,,,,,,
24856.05,22184.85,13233.98,20364.2,19218,26522.81,draussen,,,,,,,,,,,,,,,,,,,,
25029.34,22500.07,13523.58,20766.58,19394,26534.12,draussen,,,,,,,,,,,,,,,,,,,,
25141.81,22732.16,13724.62,21030.33,19539.19,26547.81,draussen,,,,,,,,,,,,,,,,,,,,
25143.03,22529.58,13718.81,20872.16,19578.08,26566.43,draussen,,,,,,,,,,,,,,,,,,,,
24431.51,21578.29,12430.41,19438.58,18423.04,26442.72,draussen,,,,,,,,,,,,,,,,,,,,
24365.26,21645.36,12528.16,19629.82,18445.33,26456.14,draussen,,,,,,,,,,,,,,,,,,,,
24538.53,21997.42,12788.75,20012.84,18545.4,26388.07,draussen,,,,,,,,,,,,,,,,,,,,
24587.28,22248.38,12878.37,20212.16,18357.2,26391.26,draussen,,,,,,,,,,,,,,,,,,,,
24107.64,22169.19,12534.19,20018.58,17865.6,26358.63,draussen,,,,,,,,,,,,,,,,,,,,
23514.32,21805.59,11658.09,19225.79,16789.3,26201.82,draussen,,,,,,,,,,,,,,,,,,,,
22616.66,21494.8,11044.55,18850.4,15737.15,26072.91,draussen,,,,,,,,,,,,,,,,,,,,
22489.33,21625.92,11308.29,19192.46,15863.43,26051.45,draussen,,,,,,,,,,,,,,,,,,,,
22630.9,21900.13,11391.76,19335.31,15722.22,26032.73,draussen,,,,,,,,,,,,,,,,,,,,
22125.45,21914.21,10837.38,18643.66,15062.61,25753.86,draussen,,,,,,,,,,,,,,,,,,,,
20692.23,20012.61,9692.69,16787.33,14124.8,24833.43,draussen,,,,,,,,,,,,,,,,,,,,
19538.61,18491.3,8716.85,15340.16,13068.9,23958.72,draussen,,,,,,,,,,,,,,,,,,,,
19498.31,18558.67,8806.86,15524.85,13082.81,24042.84,draussen,,,,,,,,,,,,,,,,,,,,
19686.28,18938.11,9122.37,15975.16,13253.33,24182.56,draussen,,,,,,,,,,,,,,,,,,,,
19791.95,19222.4,9192.34,16144.65,13047.16,24236.9,draussen,,,,,,,,,,,,,,,,,,,,
19496.97,19247.66,8830.17,15665.82,12775.08,23825.45,draussen,,,,,,,,,,,,,,,,,,,,
18327.99,17629.33,7721.58,13397.41,11563.54,22078.23,draussen,,,,,,,,,,,,,,,,,,,,
17142.49,16043.16,7086.79,11953.2,10660.27,20887.61,draussen,,,,,,,,,,,,,,,,,,,,
16685.25,15785.08,7164.21,12161.08,10780.14,21027.95,draussen,,,,,,,,,,,,,,,,,,,,
16754.22,15922.67,7104.11,12232.78,10723.57,21063.46,draussen,,,,,,,,,,,,,,,,,,,,
16430.11,15924.11,6939.55,12232.8,10399.29,20953.73,draussen,,,,,,,,,,,,,,,,,,,,
16241.55,15940.09,6840.78,12198.9,10258.14,20833.86,draussen,,,,,,,,,,,,,,,,,,,,
16260.4,15971.99,6896.7,12351.11,10360.43,20916.68,draussen,,,,,,,,,,,,,,,,,,,,
16407.36,16217.69,7063.33,12758.6,10469.79,21126.71,draussen,,,,,,,,,,,,,,,,,,,,
16823.92,16894.22,8039.9,13943.14,11008.31,21455.24,draussen,,,,,,,,,,,,,,,,,,,,
17571.73,17445.5,9640.51,15226.02,11914.18,21731.91,draussen,,,,,,,,,,,,,,,,,,,,
18332.56,17947.75,11131.05,16258.82,13038.96,21982.52,draussen,,,,,,,,,,,,,,,,,,,,
18960.8,18328.67,12339.75,17106.94,14072.36,22194.97,draussen,,,,,,,,,,,,,,,,,,,,
19492.22,18622.6,13355.57,17831.24,14948.83,22387.57,draussen,,,,,,,,,,,,,,,,,,,,
19946.6,18855.14,14127.92,18354.12,15627.44,22570.51,draussen,,,,,,,,,,,,,,,,,,,,
20317.24,18977.13,14592.42,18698.21,16159.7,22765.16,draussen,,,,,,,,,,,,,,,,,,,,
20674.91,19198.01,14985.98,19107.58,16643.23,23002.84,draussen,,,,,,,,,,,,,,,,,,,,
21076.72,19565.11,15445.28,19658.63,17132.01,23260.86,draussen,,,,,,,,,,,,,,,,,,,,
21478.35,19829.9,15752.05,20051.66,17554.31,23465.37,draussen,,,,,,,,,,,,,,,,,,,,
21849.42,19977.81,16030.45,20355.3,17960.38,23633.24,draussen,,,,,,,,,,,,,,,,,,,,
22149.78,19994.13,15875.22,20154.65,18176.44,23733.31,draussen,,,,,,,,,,,,,,,,,,,,
22272.5,19034.07,15843.11,20206.58,18351.49,23874.48,draussen,,,,,,,,,,,,,,,,,,,,
22557.25,19292.16,16069.9,20496.43,18655.54,24013.23,draussen,,,,,,,,,,,,,,,,,,,,
22789.92,19422.34,16146.81,20638.38,18847.39,24139.31,draussen,,,,,,,,,,,,,,,,,,,,
23005.43,19521.41,15875.4,20297.69,18967.95,24197.27,draussen,,,,,,,,,,,,,,,,,,,,
23156.89,19359.7,15623.2,19822.85,19073.46,24253.15,draussen,,,,,,,,,,,,,,,,,,,,
23126.44,18351.35,14569.6,18653.42,18732.73,24206.57,draussen,,,,,,,,,,,,,,,,,,,,
23193.3,18402.02,14723.64,18877.38,18884.35,24315.41,draussen,,,,,,,,,,,,,,,,,,,,
23364.97,18592.01,14799.28,19038.74,18955.92,24409.67,draussen,,,,,,,,,,,,,,,,,,,,
23461.27,18692.21,14698.14,19066.17,18969.83,24452.51,draussen,,,,,,,,,,,,,,,,,,,,
23343.14,17735.61,14683.07,18877.58,19025.34,24401.75,draussen,,,,,,,,,,,,,,,,,,,,
23381.32,17739.95,14079.54,18416.79,18685.17,24408.88,draussen,,,,,,,,,,,,,,,,,,,,
23414.49,17823.55,14102.38,18540.01,18645.09,24471.49,draussen,,,,,,,,,,,,,,,,,,,,
23617.24,18164.7,14270.54,18835.91,18730.98,24548.74,draussen,,,,,,,,,,,,,,,,,,,,
23723.02,18439.13,14292.89,18980.92,18613.99,24590.67,draussen,,,,,,,,,,,,,,,,,,,,
23538.51,18292.56,13788.94,18809.46,18341,24484.33,draussen,,,,,,,,,,,,,,,,,,,,
23167.75,17943.28,12417.47,17699.23,17239.5,24204.67,draussen,,,,,,,,,,,,,,,,,,,,
22590.38,17955.85,12171.24,17731.51,16792.25,24225.4,draussen,,,,,,,,,,,,,,,,,,,,
22725.64,18150.97,12322.31,17923.25,16857.02,24278.66,draussen,,,,,,,,,,,,,,,,,,,,
22774.08,18357.87,12366.28,18020.53,16680.01,24312.89,draussen,,,,,,,,,,,,,,,,,,,,
22296.04,18031.44,12070.64,17771.26,16469.51,24124.95,draussen,,,,,,,,,,,,,,,,,,,,
22216.02,18025.72,11641.32,17472.13,16013.25,24060.47,draussen,,,,,,,,,,,,,,,,,,,,
22033.01,18148.75,11795.79,17703.52,16050.33,24189.93,draussen,,,,,,,,,,,,,,,,,,,,
22277.41,18539.27,12174.11,18178.97,16228,24398.74,draussen,,,,,,,,,,,,,,,,,,,,
22406.27,18871.44,12362.3,18469.67,16243.6,24554.26,draussen,,,,,,,,,,,,,,,,,,,,
22473.04,19095.4,12443.67,18607.1,16256.64,24651.94,draussen,,,,,,,,,,,,,,,,,,,,
22582.33,19322.96,12378.33,18676.09,15941.32,24756.54,draussen,,,,,,,,,,,,,,,,,,,,
21770.67,19383.66,11904.67,18685.88,15038.16,24848.09,draussen,,,,,,,,,,,,,,,,,,,,
21861,19697.79,12219.4,19106.6,15194.74,25073.48,draussen,,,,,,,,,,,,,,,,,,,,
21992.4,20099.41,12307.76,19329.34,14883.87,25240.43,draussen,,,,,,,,,,,,,,,,,,,,
21594.2,20351.67,11549.38,18772.67,13846.44,25274.59,draussen,,,,,,,,,,,,,,,,,,,,
20479.1,19725.34,10591.19,17411.83,13190.72,24896.29,draussen,,,,,,,,,,,,,,,,,,,,
19435.55,19032.67,9482.59,16123.42,12028.36,24217.65,draussen,,,,,,,,,,,,,,,,,,,,
19077.28,19159.7,9575.04,16314.87,12026.68,24346.88,draussen,,,,,,,,,,,,,,,,,,,,
19216.45,19548.33,9718.03,16598.79,12026.91,24505.89,draussen,,,,,,,,,,,,,,,,,,,,
19029.72,19837.4,9793.13,16800.41,11705.46,24612.5,draussen,,,,,,,,,,,,,,,,,,,,
19036.75,19995.36,9621.56,16842.47,11284.73,24656.95,draussen,,,,,,,,,,,,,,,,,,,,
18693.88,20075.12,9085.28,16588.24,10541.36,24517.98,draussen,,,,,,,,,,,,,,,,,,,,
17857.94,20128.01,9185.75,16783.61,10547.23,24613.08,draussen,,,,,,,,,,,,,,,,,,,,
18252.54,20469.61,9728.78,17413.95,10934.6,24931.47,draussen,,,,,,,,,,,,,,,,,,,,
18728.19,20825.85,10312.5,18070.55,11332.94,25238.82,draussen,,,,,,,,,,,,,,,,,,,,
19215.97,21212.16,10894.65,18655.1,11841.95,25526.84,draussen,,,,,,,,,,,,,,,,,,,,
19744.47,21350.45,11407.89,19140.39,12349.55,25778.85,draussen,,,,,,,,,,,,,,,,,,,,
20178.92,21511.4,11730.4,19450.75,12725.7,25974.77,draussen,,,,,,,,,,,,,,,,,,,,
20670.93,21758.46,12348.16,20028.27,13392.73,26256.89,draussen,,,,,,,,,,,,,,,,,,,,
21361.84,22273.91,13265.84,20863.25,14325.55,26568,draussen,,,,,,,,,,,,,,,,,,,,
21989.96,22816.72,14070.96,21640.32,15117.4,26838.8,draussen,,,,,,,,,,,,,,,,,,,,
22567.56,23269.05,14633.46,22176.79,15872.46,27099.42,draussen,,,,,,,,,,,,,,,,,,,,
23091.8,23598.64,15176.51,22699.51,16521.51,27334.68,draussen,,,,,,,,,,,,,,,,,,,,
23535.42,23906.68,15749.26,23269.16,17185.66,27556.11,draussen,,,,,,,,,,,,,,,,,,,,
24062.58,24356.51,16725.34,24084.54,18038.09,27719.2,draussen,,,,,,,,,,,,,,,,,,,,
24576.72,24779.56,17620.2,24845.59,18790.79,27860.68,draussen,,,,,,,,,,,,,,,,,,,,
25027.05,25167.4,18378.08,25513.73,19424.31,27997.11,draussen,,,,,,,,,,,,,,,,,,,,
25450.15,25472.36,18960.77,25993.66,20009.08,28135.9,draussen,,,,,,,,,,,,,,,,,,,,
25832.93,25734.72,19433.39,26387.29,20505.47,28272.71,draussen,,,,,,,,,,,,,,,,,,,,
26164.04,25962.85,19876.55,26787.26,20957.62,28385.14,draussen,,,,,,,,,,,,,,,,,,,,
26501.13,26185.37,20579.1,27339.33,21558.36,28409.22,draussen,,,,,,,,,,,,,,,,,,,,
26809.02,26347.33,21272.19,27855.8,22131.32,28412.2,draussen,,,,,,,,,,,,,,,,,,,,
27092.02,26499.9,21843.87,28302.32,22648.09,28417.28,draussen,,,,,,,,,,,,,,,,,,,,
27343.22,26611,22349.68,28683.99,23142.88,28396.14,draussen,,,,,,,,,,,,,,,,,,,,
27563.69,26707.6,22665.71,28976.89,23554.29,28403.63,draussen,,,,,,,,,,,,,,,,,,,,
27768.63,26796.14,22984.14,29258.7,23922.86,28403.66,draussen,,,,,,,,,,,,,,,,,,,,
27935.96,26863.63,23596.63,29535.53,24348.08,28070.33,draussen,,,,,,,,,,,,,,,,,,,,
28083.26,26909.16,24053.06,29773.38,24690.77,28047.67,draussen,,,,,,,,,,,,,,,,,,,,
28205.04,26947.75,24432.56,29946.84,25012.89,27839.83,draussen,,,,,,,,,,,,,,,,,,,,
28269.83,26965.07,24730.8,30090.96,25310.7,27690.92,draussen,,,,,,,,,,,,,,,,,,,,
28351.75,26997.36,24462.9,30152.86,25436.63,27713.73,draussen,,,,,,,,,,,,,,,,,,,,
28407.48,27008.73,24658.71,30273.97,25604.26,27724.95,draussen,,,,,,,,,,,,,,,,,,,,
28475.13,26902.86,24996.44,30403.88,25812.84,27696.48,draussen,,,,,,,,,,,,,,,,,,,,
28536.71,26882.43,25215.39,30509.79,25948.35,27704.93,draussen,,,,,,,,,,,,,,,,,,,,
28558.44,26757.72,25307.66,30566.11,26063.72,27472.47,draussen,,,,,,,,,,,,,,,,,,,,
28585.5,26770.04,24899.33,30598.3,26131.94,27491.82,draussen,,,,,,,,,,,,,,,,,,,,
28616.85,26803.14,24326.16,30607.07,25963.47,27505.24,draussen,,,,,,,,,,,,,,,,,,,,
28620.26,26657.57,24671.15,30663.76,26099.72,27293.12,draussen,,,,,,,,,,,,,,,,,,,,
28636.83,26353.79,24978.23,30720.79,26209.65,27290.56,draussen,,,,,,,,,,,,,,,,,,,,
28667.65,26363.81,25017.71,30778.71,26111.33,27333.3,draussen,,,,,,,,,,,,,,,,,,,,
28693.38,26389.03,25069.84,30827.53,26214.69,27334.97,draussen,,,,,,,,,,,,,,,,,,,,
28720.04,26433.02,24335.42,30777.27,26057.85,27346.88,draussen,,,,,,,,,,,,,,,,,,,,
28646.52,26445.82,24362.58,30783.54,25662.42,27255.94,draussen,,,,,,,,,,,,,,,,,,,,
28522.76,25974.41,24764.32,30606.77,25788.88,26946.47,draussen,,,,,,,,,,,,,,,,,,,,
28351.38,25380.71,25141.39,30349.39,25891.59,26805.74,draussen,,,,,,,,,,,,,,,,,,,,
28164.19,24929.35,25439.85,30024.19,25954.93,26486.37,draussen,,,,,,,,,,,,,,,,,,,,
28187.07,24955.62,25641.76,30077.77,25970.94,26529.03,draussen,,,,,,,,,,,,,,,,,,,,
28146.54,24981.55,25713.89,29983.89,25370.97,26542.53,draussen,,,,,,,,,,,,,,,,,,,,
27951.27,24772.78,25873.9,29706.94,25386.57,26542.67,draussen,,,,,,,,,,,,,,,,,,,,
27899.63,24630.39,26066.91,29556.47,25445.81,26556.51,draussen,,,,,,,,,,,,,,,,,,,,
27860.32,24591.7,26201.91,29560.83,25367.41,26573.76,draussen,,,,,,,,,,,,,,,,,,,,
27814.16,24058.85,26213.12,29589.34,25047.2,26551.88,draussen,,,,,,,,,,,,,,,,,,,,
27817.34,24139.36,24919.56,29625.5,23851.1,26572.49,draussen,,,,,,,,,,,,,,,,,,,,
27798.67,24277.93,23680.78,29685.95,22389.05,26666.74,draussen,,,,,,,,,,,,,,,,,,,,
27839,24408.13,23723.8,29762.66,22185.53,26749.67,draussen,,,,,,,,,,,,,,,,,,,,
